filename,x,y,width,height
10535,316.0,447.0,178.0,287.0
10539,272.0,369.0,184.0,326.0
10539,626.0,453.0,205.0,123.0
10543,259.0,409.0,170.0,384.0
10543,586.0,406.0,261.0,522.0
10547,547.0,554.0,137.0,97.0
10558,600.0,513.0,218.0,216.0
10559,591.0,538.0,191.0,117.0
10567,614.0,258.0,274.0,424.0
10567,261.0,222.0,249.0,491.0
10569,533.0,262.0,272.0,302.0
10569,73.0,307.0,280.0,247.0
10571,766.0,475.0,135.0,213.0
10571,269.0,416.0,193.0,285.0
10575,224.0,155.0,286.0,435.0
10575,647.0,163.0,276.0,568.0
10576,298.0,2.0,227.0,273.0
10586,523.0,288.0,279.0,472.0
10586,218.0,340.0,254.0,424.0
10589,556.0,434.0,300.0,318.0
10594,582.0,315.0,358.0,232.0
10595,227.0,487.0,241.0,184.0
10595,625.0,403.0,238.0,335.0
10598,584.0,305.0,294.0,659.0
10598,165.0,239.0,289.0,611.0
10600,245.0,560.0,170.0,177.0
10603,280.0,458.0,130.0,132.0
10603,628.0,331.0,96.0,142.0
10607,538.0,227.0,222.0,231.0
10607,143.0,170.0,245.0,445.0
10608,178.0,287.0,146.0,258.0
10609,630.0,318.0,188.0,480.0
10611,671.0,540.0,168.0,82.0
10616,320.0,298.0,99.0,74.0
10617,202.0,503.0,169.0,152.0
10623,549.0,333.0,279.0,664.0
10627,205.0,443.0,240.0,295.0
10627,625.0,430.0,275.0,275.0
10634,251.0,249.0,200.0,310.0
10637,625.0,450.0,109.0,107.0
10643,638.0,319.0,258.0,458.0
10643,177.0,161.0,231.0,521.0
10645,281.0,297.0,125.0,203.0
10649,650.0,431.0,274.0,322.0
10652,328.0,203.0,214.0,403.0
10652,647.0,147.0,241.0,473.0
10655,573.0,199.0,253.0,617.0
10655,213.0,186.0,256.0,591.0
10657,150.0,477.0,197.0,203.0
10657,584.0,464.0,209.0,195.0
10663,632.0,235.0,193.0,346.0
10663,241.0,266.0,178.0,293.0
10682,603.0,564.0,184.0,141.0
10683,224.0,400.0,191.0,269.0
10683,554.0,423.0,224.0,338.0
10685,634.0,231.0,219.0,375.0
10685,257.0,204.0,181.0,430.0
10691,593.0,496.0,260.0,270.0
10691,182.0,313.0,264.0,432.0
10692,339.0,429.0,133.0,223.0
10695,195.0,215.0,298.0,551.0
10695,571.0,226.0,317.0,577.0
10699,621.0,575.0,199.0,193.0
10699,224.0,635.0,174.0,107.0
10700,660.0,99.0,280.0,786.0
10700,174.0,103.0,291.0,673.0
10702,213.0,360.0,219.0,332.0
10703,558.0,208.0,296.0,557.0
10703,154.0,208.0,317.0,501.0
10704,145.0,81.0,326.0,647.0
10704,632.0,166.0,232.0,701.0
10720,144.0,419.0,226.0,231.0
10731,250.0,241.0,253.0,381.0
10740,150.0,150.0,276.0,573.0
10740,480.0,191.0,298.0,582.0
10741,222.0,595.0,148.0,200.0
10756,98.0,404.0,253.0,278.0
10757,583.0,209.0,180.0,152.0
10760,274.0,419.0,202.0,93.0
10760,664.0,333.0,287.0,203.0
10761,743.0,418.0,225.0,240.0
10761,296.0,586.0,182.0,160.0
10763,178.0,169.0,245.0,499.0
10763,585.0,257.0,282.0,531.0
10767,301.0,294.0,121.0,429.0
10767,609.0,362.0,191.0,388.0
10773,592.0,398.0,179.0,259.0
10789,232.0,206.0,206.0,380.0
10789,518.0,247.0,217.0,221.0
10791,147.0,325.0,158.0,225.0
10791,665.0,231.0,185.0,284.0
10791,332.0,422.0,155.0,249.0
10797,646.0,217.0,227.0,610.0
10800,294.0,459.0,169.0,330.0
10800,628.0,446.0,242.0,314.0
10801,151.0,258.0,148.0,248.0
10801,575.0,226.0,115.0,286.0
10805,576.0,257.0,216.0,354.0
10805,164.0,396.0,193.0,313.0
10817,193.0,394.0,179.0,270.0
10817,594.0,498.0,215.0,303.0
10826,709.0,534.0,96.0,65.0
10833,649.0,319.0,190.0,172.0
10833,713.0,593.0,181.0,130.0
10833,293.0,311.0,166.0,167.0
10833,258.0,521.0,266.0,229.0
10835,714.0,278.0,255.0,576.0
10835,366.0,289.0,208.0,527.0
10843,644.0,294.0,166.0,283.0
10847,622.0,350.0,142.0,201.0
10848,535.0,395.0,281.0,513.0
10848,192.0,262.0,231.0,497.0
10852,315.0,408.0,131.0,130.0
10852,566.0,427.0,282.0,142.0
10865,269.0,437.0,199.0,270.0
10865,628.0,340.0,219.0,316.0
10871,230.0,618.0,203.0,169.0
10876,181.0,230.0,265.0,450.0
10876,542.0,237.0,262.0,474.0
10877,176.0,126.0,255.0,460.0
10877,593.0,162.0,221.0,448.0
10890,590.0,360.0,242.0,550.0
10890,236.0,305.0,240.0,600.0
10894,658.0,372.0,146.0,178.0
10898,169.0,304.0,299.0,298.0
10902,222.0,545.0,196.0,178.0
10902,614.0,429.0,215.0,314.0
10906,216.0,331.0,284.0,591.0
10906,604.0,183.0,375.0,723.0
10915,561.0,398.0,281.0,280.0
10916,501.0,550.0,287.0,362.0
10916,63.0,584.0,218.0,267.0
10920,358.0,168.0,198.0,416.0
10920,637.0,159.0,233.0,433.0
10931,603.0,378.0,273.0,397.0
10931,139.0,549.0,216.0,160.0
10938,176.0,315.0,284.0,302.0
10939,597.0,533.0,176.0,241.0
10939,104.0,610.0,261.0,133.0
10939,166.0,235.0,228.0,258.0
10944,696.0,185.0,207.0,662.0
10952,552.0,327.0,212.0,294.0
10952,180.0,402.0,213.0,181.0
10953,163.0,493.0,200.0,167.0
10953,538.0,475.0,240.0,252.0
10957,269.0,657.0,140.0,247.0
10964,233.0,710.0,163.0,89.0
10965,356.0,557.0,207.0,234.0
10967,732.0,508.0,179.0,261.0
10967,279.0,441.0,165.0,269.0
10971,646.0,311.0,226.0,446.0
10974,226.0,219.0,248.0,545.0
10974,574.0,174.0,321.0,592.0
10977,248.0,164.0,155.0,225.0
10977,581.0,157.0,133.0,355.0
10987,215.0,437.0,204.0,174.0
10987,731.0,412.0,183.0,192.0
10991,253.0,279.0,184.0,246.0
10993,615.0,314.0,164.0,220.0
10993,208.0,387.0,244.0,325.0
10997,150.0,212.0,273.0,484.0
10997,587.0,468.0,357.0,305.0
10998,572.0,340.0,215.0,328.0
11014,169.0,430.0,186.0,336.0
11015,276.0,275.0,170.0,273.0
11016,222.0,359.0,118.0,129.0
11017,288.0,292.0,150.0,238.0
11017,618.0,658.0,146.0,163.0
11030,662.0,237.0,223.0,309.0
11030,156.0,28.0,320.0,816.0
11032,601.0,308.0,160.0,168.0
11038,194.0,442.0,172.0,93.0
11039,255.0,455.0,96.0,88.0
11040,284.0,209.0,199.0,430.0
11040,575.0,292.0,251.0,405.0
11046,242.0,408.0,267.0,484.0
11046,635.0,346.0,288.0,434.0
11047,574.0,196.0,292.0,550.0
11047,228.0,196.0,249.0,465.0
11050,587.0,335.0,128.0,255.0
11050,113.0,378.0,140.0,245.0
11053,136.0,197.0,303.0,668.0
11053,570.0,395.0,271.0,499.0
11056,535.0,216.0,248.0,651.0
11056,108.0,225.0,277.0,651.0
11058,563.0,480.0,245.0,197.0
11069,308.0,475.0,142.0,168.0
11074,243.0,492.0,116.0,185.0
11077,147.0,223.0,210.0,413.0
11077,447.0,303.0,317.0,435.0
11080,246.0,396.0,191.0,319.0
11080,579.0,356.0,236.0,258.0
11082,277.0,543.0,206.0,214.0
11083,99.0,274.0,229.0,695.0
11083,477.0,404.0,245.0,538.0
11084,207.0,292.0,236.0,266.0
11084,620.0,302.0,251.0,320.0
11087,519.0,492.0,183.0,206.0
11088,220.0,301.0,201.0,397.0
11088,583.0,414.0,204.0,405.0
11094,588.0,370.0,245.0,312.0
11095,543.0,162.0,231.0,585.0
11095,212.0,185.0,201.0,521.0
11107,494.0,203.0,347.0,657.0
11107,101.0,253.0,312.0,591.0
11111,206.0,475.0,207.0,203.0
11111,350.0,207.0,175.0,265.0
11111,705.0,315.0,171.0,389.0
11119,240.0,354.0,197.0,301.0
11127,270.0,544.0,139.0,234.0
11135,162.0,503.0,110.0,74.0
11140,154.0,402.0,307.0,325.0
11144,232.0,263.0,188.0,302.0
11147,173.0,535.0,310.0,248.0
11147,623.0,480.0,272.0,279.0
11148,180.0,506.0,210.0,247.0
11148,605.0,405.0,187.0,359.0
11149,286.0,637.0,137.0,114.0
11149,573.0,567.0,171.0,130.0
11150,210.0,536.0,248.0,230.0
11150,597.0,496.0,268.0,296.0
11154,572.0,375.0,165.0,384.0
11154,213.0,392.0,171.0,278.0
11157,217.0,293.0,240.0,406.0
11157,582.0,279.0,206.0,411.0
11158,186.0,549.0,211.0,206.0
11158,596.0,557.0,249.0,297.0
11162,143.0,420.0,308.0,227.0
11166,184.0,453.0,207.0,320.0
11166,542.0,463.0,294.0,305.0
11167,548.0,256.0,204.0,374.0
11167,191.0,286.0,132.0,334.0
11168,223.0,585.0,136.0,142.0
11177,254.0,504.0,154.0,141.0
11183,280.0,413.0,182.0,274.0
11183,641.0,118.0,223.0,642.0
11185,583.0,228.0,234.0,418.0
11187,171.0,182.0,262.0,491.0
11187,532.0,206.0,296.0,513.0
11194,644.0,326.0,302.0,247.0
11195,149.0,283.0,227.0,290.0
11203,604.0,474.0,263.0,236.0
11203,232.0,445.0,220.0,207.0
11210,110.0,217.0,256.0,483.0
11210,480.0,183.0,309.0,574.0
11213,598.0,449.0,243.0,377.0
11213,108.0,468.0,307.0,362.0
11216,619.0,445.0,312.0,339.0
11217,168.0,172.0,211.0,428.0
11217,488.0,170.0,312.0,508.0
11233,621.0,457.0,272.0,280.0
11235,614.0,378.0,264.0,306.0
11237,699.0,518.0,161.0,147.0
11237,240.0,289.0,204.0,216.0
11237,227.0,513.0,169.0,116.0
11254,96.0,109.0,387.0,681.0
11255,236.0,135.0,200.0,520.0
11255,589.0,123.0,215.0,479.0
11257,475.0,433.0,237.0,297.0
11257,124.0,353.0,210.0,390.0
11263,318.0,450.0,199.0,311.0
11263,680.0,426.0,265.0,358.0
11266,551.0,170.0,146.0,444.0
11266,249.0,174.0,146.0,370.0
11267,592.0,564.0,259.0,220.0
11273,141.0,480.0,305.0,401.0
11273,550.0,506.0,310.0,325.0
11275,211.0,432.0,216.0,133.0
11275,625.0,468.0,285.0,152.0
11276,189.0,460.0,194.0,122.0
11287,196.0,460.0,197.0,233.0
11295,602.0,321.0,205.0,421.0
11295,254.0,508.0,163.0,91.0
11296,537.0,450.0,152.0,129.0
11298,218.0,461.0,144.0,328.0
11299,715.0,430.0,154.0,157.0
11299,208.0,529.0,113.0,76.0
11303,265.0,482.0,184.0,282.0
11303,698.0,347.0,191.0,502.0
11309,707.0,540.0,125.0,210.0
11314,552.0,210.0,265.0,649.0
11314,166.0,104.0,290.0,708.0
11316,432.0,518.0,140.0,154.0
11320,630.0,374.0,165.0,181.0
11331,207.0,463.0,160.0,309.0
11331,526.0,493.0,133.0,344.0
11338,92.0,523.0,266.0,265.0
11338,511.0,188.0,287.0,499.0
11340,181.0,534.0,157.0,142.0
11340,582.0,388.0,197.0,370.0
11346,605.0,435.0,203.0,181.0
11360,590.0,143.0,266.0,356.0
11363,646.0,617.0,196.0,253.0
11363,297.0,557.0,197.0,239.0
11364,277.0,138.0,218.0,380.0
11367,584.0,470.0,138.0,189.0
11376,307.0,378.0,135.0,169.0
11379,650.0,684.0,146.0,189.0
11379,635.0,361.0,169.0,223.0
11379,211.0,631.0,157.0,208.0
11383,571.0,451.0,204.0,217.0
11383,179.0,263.0,232.0,511.0
11387,132.0,441.0,218.0,245.0
11387,600.0,396.0,188.0,263.0
11390,654.0,198.0,291.0,395.0
11390,281.0,257.0,194.0,455.0
11394,572.0,453.0,229.0,205.0
11394,124.0,409.0,230.0,212.0
11405,620.0,623.0,234.0,161.0
11405,218.0,592.0,199.0,152.0
11410,680.0,372.0,179.0,319.0
11410,326.0,243.0,199.0,346.0
11417,512.0,271.0,289.0,678.0
11417,140.0,214.0,316.0,677.0
11426,680.0,412.0,216.0,272.0
11426,290.0,476.0,219.0,240.0
11432,726.0,328.0,161.0,229.0
11432,284.0,423.0,153.0,140.0
11434,579.0,470.0,89.0,142.0
11434,388.0,466.0,71.0,125.0
11436,586.0,553.0,158.0,201.0
11438,623.0,465.0,222.0,268.0
11441,132.0,118.0,254.0,528.0
11441,523.0,186.0,199.0,537.0
11444,199.0,548.0,159.0,154.0
11455,305.0,488.0,124.0,207.0
11455,618.0,406.0,137.0,224.0
11455,225.0,303.0,161.0,169.0
11462,218.0,256.0,242.0,478.0
11462,613.0,233.0,297.0,618.0
11463,589.0,154.0,295.0,449.0
11463,114.0,109.0,378.0,562.0
11466,656.0,503.0,198.0,273.0
11466,395.0,491.0,162.0,246.0
11476,221.0,517.0,162.0,160.0
11477,288.0,206.0,210.0,327.0
11477,653.0,225.0,247.0,348.0
11478,607.0,689.0,211.0,164.0
11485,132.0,338.0,255.0,398.0
11485,644.0,560.0,178.0,194.0
11487,79.0,127.0,193.0,563.0
11487,461.0,207.0,214.0,571.0
11490,270.0,526.0,217.0,177.0
11490,642.0,552.0,153.0,116.0
11491,194.0,507.0,199.0,201.0
11491,624.0,481.0,182.0,280.0
11509,701.0,135.0,290.0,718.0
11509,339.0,121.0,245.0,663.0
11511,160.0,153.0,230.0,543.0
11511,519.0,180.0,283.0,552.0
11525,243.0,387.0,191.0,151.0
11534,594.0,382.0,211.0,222.0
11534,280.0,419.0,156.0,157.0
11535,607.0,370.0,312.0,542.0
11535,228.0,527.0,259.0,434.0
11538,601.0,253.0,234.0,387.0
11538,203.0,322.0,227.0,236.0
11540,606.0,382.0,244.0,364.0
11540,177.0,537.0,227.0,317.0
11542,176.0,185.0,214.0,449.0
11542,573.0,246.0,212.0,362.0
11543,135.0,360.0,225.0,318.0
11543,523.0,471.0,239.0,222.0
11551,569.0,441.0,241.0,303.0
11551,156.0,460.0,231.0,262.0
11553,285.0,482.0,224.0,353.0
11553,649.0,455.0,202.0,391.0
11556,234.0,511.0,193.0,114.0
11558,228.0,246.0,180.0,269.0
11569,241.0,126.0,285.0,661.0
11569,615.0,116.0,332.0,662.0
11573,253.0,449.0,166.0,202.0
11573,655.0,491.0,230.0,223.0
11575,264.0,355.0,192.0,419.0
11582,604.0,285.0,204.0,547.0
11582,134.0,266.0,207.0,521.0
11583,28.0,507.0,260.0,347.0
11583,612.0,611.0,141.0,146.0
11586,199.0,494.0,224.0,251.0
11592,201.0,261.0,224.0,545.0
11593,703.0,391.0,165.0,293.0
11593,404.0,454.0,165.0,196.0
11594,227.0,474.0,250.0,200.0
11597,672.0,341.0,208.0,344.0
11598,622.0,436.0,191.0,201.0
11598,325.0,134.0,176.0,369.0
11601,202.0,285.0,114.0,152.0
11603,270.0,101.0,147.0,284.0
11603,632.0,80.0,157.0,242.0
11610,537.0,224.0,303.0,692.0
11611,226.0,307.0,107.0,159.0
11613,332.0,148.0,315.0,186.0
11613,543.0,382.0,271.0,261.0
11613,192.0,374.0,195.0,243.0
11619,633.0,332.0,253.0,506.0
11622,264.0,443.0,164.0,249.0
11622,581.0,402.0,305.0,332.0
11622,196.0,324.0,118.0,179.0
11626,253.0,375.0,326.0,464.0
11633,203.0,558.0,242.0,167.0
11643,119.0,546.0,236.0,196.0
11643,615.0,423.0,190.0,338.0
11644,651.0,420.0,265.0,426.0
11644,281.0,148.0,270.0,770.0
11651,579.0,252.0,274.0,602.0
11651,219.0,262.0,239.0,516.0
11652,196.0,457.0,264.0,230.0
11658,232.0,662.0,275.0,280.0
11659,194.0,531.0,193.0,116.0
11659,675.0,383.0,158.0,226.0
11671,305.0,295.0,170.0,282.0
11675,575.0,535.0,184.0,250.0
11685,815.0,604.0,56.0,82.0
11686,667.0,420.0,222.0,276.0
11689,208.0,325.0,250.0,215.0
11706,714.0,290.0,105.0,276.0
11707,670.0,483.0,161.0,316.0
11707,139.0,521.0,243.0,210.0
11711,114.0,521.0,200.0,175.0
11714,309.0,245.0,199.0,282.0
11731,286.0,211.0,135.0,122.0
11731,687.0,314.0,95.0,128.0
11742,663.0,487.0,181.0,277.0
11743,248.0,395.0,204.0,230.0
11744,176.0,329.0,304.0,483.0
11744,559.0,393.0,289.0,502.0
11745,685.0,289.0,238.0,417.0
11746,276.0,568.0,112.0,89.0
11752,272.0,457.0,219.0,364.0
11754,179.0,244.0,271.0,555.0
11754,553.0,333.0,195.0,617.0
11757,683.0,152.0,294.0,698.0
11757,316.0,119.0,271.0,653.0
11760,168.0,404.0,218.0,348.0
11768,331.0,402.0,91.0,96.0
11769,561.0,367.0,171.0,228.0
11775,589.0,433.0,298.0,224.0
11781,70.0,628.0,261.0,216.0
11781,610.0,326.0,225.0,332.0
11782,556.0,356.0,255.0,491.0
11782,162.0,393.0,288.0,622.0
11793,244.0,437.0,248.0,352.0
11800,192.0,398.0,249.0,282.0
11800,613.0,529.0,206.0,283.0
11812,276.0,440.0,271.0,481.0
11812,588.0,412.0,356.0,528.0
11813,162.0,679.0,211.0,158.0
11829,337.0,387.0,215.0,474.0
11830,706.0,351.0,162.0,164.0
11830,158.0,299.0,264.0,192.0
11833,241.0,483.0,183.0,218.0
11837,621.0,500.0,222.0,319.0
11838,552.0,303.0,291.0,458.0
11839,296.0,197.0,166.0,402.0
11846,142.0,292.0,263.0,402.0
11852,584.0,245.0,276.0,631.0
11852,143.0,256.0,317.0,596.0
11855,254.0,85.0,272.0,614.0
11855,631.0,234.0,299.0,448.0
11858,583.0,484.0,149.0,253.0
11858,177.0,576.0,140.0,251.0
11859,223.0,75.0,281.0,597.0
11859,592.0,70.0,263.0,709.0
11864,215.0,221.0,188.0,253.0
11864,594.0,256.0,230.0,176.0
11865,152.0,472.0,259.0,360.0
11865,655.0,410.0,269.0,512.0
11869,148.0,401.0,206.0,230.0
11869,528.0,405.0,204.0,202.0
11872,546.0,275.0,360.0,664.0
11872,99.0,227.0,262.0,616.0
11873,242.0,340.0,224.0,385.0
11873,565.0,287.0,272.0,330.0
11875,614.0,317.0,283.0,551.0
11877,76.0,480.0,260.0,364.0
11880,218.0,528.0,198.0,226.0
11887,248.0,381.0,186.0,339.0
11887,549.0,428.0,219.0,323.0
11894,246.0,386.0,228.0,400.0
11894,536.0,327.0,311.0,473.0
11897,143.0,135.0,256.0,492.0
11897,529.0,131.0,214.0,507.0
11901,307.0,443.0,156.0,241.0
11906,229.0,475.0,197.0,174.0
11913,482.0,543.0,166.0,220.0
11913,91.0,300.0,251.0,612.0
11916,591.0,319.0,127.0,174.0
11918,160.0,456.0,252.0,325.0
11921,627.0,595.0,194.0,228.0
11921,180.0,371.0,240.0,420.0
11925,317.0,587.0,106.0,158.0
11925,723.0,534.0,183.0,178.0
11941,598.0,242.0,308.0,550.0
11941,220.0,205.0,216.0,161.0
11942,150.0,372.0,286.0,417.0
11944,220.0,614.0,238.0,208.0
11944,641.0,526.0,257.0,214.0
11949,727.0,586.0,161.0,95.0
11955,320.0,127.0,150.0,267.0
11957,169.0,214.0,233.0,489.0
11957,553.0,231.0,313.0,481.0
11963,645.0,194.0,220.0,611.0
11963,288.0,172.0,217.0,516.0
11965,411.0,366.0,137.0,121.0
11966,216.0,424.0,163.0,413.0
11966,623.0,297.0,198.0,321.0
11968,193.0,556.0,207.0,262.0
11970,599.0,245.0,185.0,452.0
11970,268.0,216.0,207.0,400.0
11986,87.0,357.0,249.0,552.0
11986,600.0,501.0,135.0,300.0
11988,676.0,459.0,166.0,99.0
11989,571.0,263.0,232.0,453.0
11989,212.0,350.0,197.0,339.0
12009,526.0,338.0,209.0,236.0
12035,496.0,441.0,241.0,257.0
12036,504.0,216.0,224.0,261.0
12044,564.0,469.0,293.0,242.0
12049,188.0,226.0,262.0,582.0
12049,566.0,217.0,265.0,646.0
12057,229.0,467.0,205.0,268.0
12057,598.0,324.0,147.0,296.0
12065,273.0,379.0,202.0,163.0
12071,143.0,380.0,218.0,264.0
12074,619.0,408.0,215.0,329.0
12074,199.0,272.0,252.0,177.0
12076,224.0,454.0,240.0,410.0
12077,332.0,532.0,140.0,290.0
12082,266.0,214.0,161.0,183.0
12084,618.0,191.0,166.0,568.0
12084,202.0,175.0,246.0,480.0
12090,229.0,302.0,197.0,367.0
12090,570.0,408.0,175.0,158.0
12092,223.0,246.0,218.0,421.0
12092,583.0,309.0,205.0,360.0
12106,158.0,345.0,196.0,235.0
12108,669.0,342.0,202.0,514.0
12108,189.0,353.0,258.0,391.0
12113,326.0,469.0,150.0,184.0
12113,675.0,346.0,236.0,244.0
12116,155.0,261.0,149.0,256.0
12118,388.0,367.0,217.0,195.0
12118,667.0,163.0,181.0,362.0
12130,628.0,195.0,240.0,413.0
12130,294.0,255.0,200.0,354.0
12131,591.0,471.0,197.0,254.0
12132,556.0,171.0,257.0,383.0
12133,154.0,316.0,205.0,295.0
12134,599.0,416.0,265.0,281.0
12134,266.0,100.0,245.0,563.0
12138,191.0,391.0,223.0,311.0
12138,620.0,434.0,238.0,273.0
12139,210.0,487.0,214.0,229.0
12139,599.0,395.0,211.0,412.0
12145,185.0,262.0,231.0,579.0
12145,640.0,305.0,274.0,528.0
12146,230.0,627.0,148.0,206.0
12146,604.0,318.0,100.0,368.0
12147,600.0,436.0,247.0,501.0
12147,236.0,511.0,224.0,410.0
12150,218.0,453.0,135.0,83.0
12150,668.0,525.0,117.0,80.0
12152,245.0,530.0,197.0,220.0
12154,131.0,479.0,226.0,254.0
12155,740.0,213.0,112.0,167.0
12158,221.0,566.0,175.0,139.0
12161,300.0,442.0,187.0,298.0
12161,670.0,453.0,233.0,336.0
12163,270.0,630.0,174.0,212.0
12163,611.0,625.0,196.0,204.0
12166,652.0,203.0,283.0,574.0
12166,228.0,378.0,247.0,367.0
12171,367.0,148.0,199.0,265.0
12171,642.0,117.0,217.0,332.0
12173,632.0,476.0,277.0,294.0
12183,211.0,271.0,229.0,475.0
12185,672.0,583.0,233.0,301.0
12188,566.0,498.0,145.0,185.0
12188,294.0,601.0,118.0,167.0
12192,586.0,258.0,243.0,349.0
12192,164.0,238.0,268.0,290.0
12196,225.0,420.0,83.0,83.0
12198,261.0,413.0,236.0,346.0
12199,242.0,260.0,240.0,507.0
12199,630.0,284.0,270.0,464.0
12201,608.0,618.0,325.0,96.0
12206,567.0,249.0,157.0,528.0
12206,154.0,235.0,299.0,504.0
12208,255.0,250.0,262.0,640.0
12208,612.0,278.0,281.0,608.0
12210,300.0,363.0,132.0,287.0
12210,686.0,343.0,154.0,218.0
12215,686.0,365.0,261.0,583.0
12220,496.0,401.0,242.0,198.0
12223,210.0,364.0,198.0,194.0
12232,164.0,295.0,232.0,357.0
12232,572.0,308.0,174.0,373.0
12233,250.0,316.0,149.0,228.0
12236,247.0,434.0,247.0,265.0
12236,586.0,452.0,213.0,341.0
12239,199.0,176.0,270.0,394.0
12244,217.0,550.0,150.0,223.0
12247,214.0,495.0,181.0,234.0
12247,566.0,361.0,252.0,396.0
12251,265.0,148.0,189.0,433.0
12251,611.0,436.0,204.0,214.0
12252,248.0,339.0,240.0,287.0
12253,271.0,205.0,173.0,468.0
12253,590.0,378.0,227.0,365.0
12259,653.0,435.0,235.0,266.0
12263,170.0,183.0,271.0,466.0
12266,319.0,351.0,146.0,300.0
12271,667.0,454.0,256.0,359.0
12277,205.0,211.0,248.0,483.0
12280,205.0,475.0,248.0,117.0
12282,659.0,420.0,321.0,596.0
12282,127.0,421.0,354.0,482.0
12286,632.0,243.0,214.0,566.0
12286,290.0,194.0,202.0,573.0
12289,226.0,385.0,170.0,194.0
12308,621.0,141.0,269.0,601.0
12308,260.0,114.0,269.0,596.0
12309,287.0,507.0,161.0,218.0
12310,288.0,364.0,199.0,289.0
12310,535.0,378.0,197.0,349.0
12314,363.0,408.0,196.0,361.0
12314,638.0,314.0,338.0,531.0
12315,248.0,567.0,199.0,160.0
12319,135.0,436.0,222.0,219.0
12321,595.0,290.0,256.0,330.0
12323,540.0,270.0,296.0,494.0
12323,122.0,231.0,304.0,463.0
12324,193.0,327.0,272.0,410.0
12324,647.0,445.0,239.0,267.0
12329,749.0,280.0,174.0,588.0
12329,320.0,172.0,315.0,527.0
12331,607.0,475.0,244.0,121.0
12331,196.0,362.0,236.0,185.0
12332,214.0,161.0,236.0,657.0
12332,551.0,195.0,247.0,603.0
12341,148.0,181.0,220.0,170.0
12342,165.0,385.0,256.0,166.0
12356,556.0,398.0,179.0,150.0
12356,129.0,381.0,193.0,209.0
12361,335.0,203.0,225.0,412.0
12361,677.0,153.0,200.0,387.0
12362,235.0,236.0,227.0,627.0
12362,562.0,273.0,292.0,662.0
12367,34.0,125.0,335.0,660.0
12367,512.0,157.0,269.0,660.0
12368,742.0,196.0,271.0,518.0
12368,373.0,162.0,285.0,549.0
12369,121.0,82.0,220.0,574.0
12369,424.0,49.0,208.0,341.0
12371,354.0,355.0,141.0,236.0
12374,573.0,230.0,289.0,680.0
12374,246.0,262.0,217.0,608.0
12377,232.0,224.0,162.0,139.0
12381,239.0,275.0,148.0,156.0
12385,577.0,384.0,217.0,224.0
12389,551.0,194.0,219.0,292.0
12389,195.0,217.0,217.0,404.0
12395,681.0,441.0,122.0,131.0
12395,245.0,518.0,171.0,84.0
12403,160.0,98.0,219.0,602.0
12403,512.0,107.0,204.0,396.0
12406,498.0,302.0,247.0,239.0
12406,139.0,245.0,247.0,412.0
12409,696.0,405.0,202.0,280.0
12409,391.0,357.0,194.0,222.0
12412,222.0,286.0,142.0,165.0
12416,212.0,308.0,178.0,317.0
12416,436.0,258.0,207.0,371.0
12417,647.0,279.0,148.0,134.0
12418,549.0,639.0,139.0,103.0
12418,168.0,572.0,183.0,86.0
12433,489.0,271.0,267.0,188.0
12439,589.0,141.0,312.0,513.0
12439,254.0,201.0,241.0,435.0
12440,641.0,514.0,190.0,192.0
12440,297.0,496.0,146.0,251.0
12444,284.0,453.0,212.0,148.0
12445,583.0,138.0,314.0,783.0
12456,302.0,372.0,166.0,158.0
12461,512.0,288.0,253.0,445.0
12461,98.0,506.0,280.0,212.0
12465,517.0,61.0,314.0,787.0
12469,273.0,209.0,194.0,393.0
12469,618.0,251.0,217.0,471.0
12470,152.0,425.0,212.0,145.0
12474,652.0,308.0,241.0,560.0
12474,315.0,571.0,167.0,254.0
12483,515.0,419.0,242.0,375.0
12483,88.0,437.0,228.0,297.0
12492,148.0,486.0,256.0,320.0
12492,622.0,421.0,283.0,402.0
12498,295.0,191.0,150.0,194.0
12501,549.0,420.0,316.0,557.0
12501,126.0,413.0,338.0,606.0
12506,217.0,344.0,267.0,187.0
12506,585.0,121.0,290.0,453.0
12510,750.0,686.0,133.0,211.0
12511,184.0,195.0,231.0,287.0
12514,101.0,484.0,394.0,320.0
12515,569.0,603.0,197.0,107.0
12515,204.0,551.0,203.0,156.0
12518,496.0,272.0,222.0,367.0
12518,241.0,201.0,211.0,343.0
12531,110.0,697.0,195.0,118.0
12535,253.0,496.0,167.0,167.0
12537,187.0,259.0,240.0,294.0
12537,591.0,245.0,247.0,339.0
12540,149.0,477.0,317.0,287.0
12540,592.0,313.0,330.0,445.0
12544,498.0,198.0,136.0,213.0
12544,117.0,390.0,228.0,236.0
12548,624.0,507.0,237.0,279.0
12549,74.0,548.0,181.0,133.0
12553,430.0,390.0,248.0,426.0
12553,2.0,483.0,273.0,435.0
12554,146.0,586.0,261.0,261.0
12554,627.0,421.0,134.0,191.0
12566,527.0,169.0,278.0,629.0
12566,86.0,154.0,319.0,638.0
12571,553.0,518.0,134.0,129.0
12571,552.0,687.0,274.0,186.0
12577,489.0,370.0,276.0,286.0
12579,570.0,346.0,288.0,181.0
12580,612.0,664.0,227.0,195.0
12580,219.0,614.0,220.0,192.0
12590,654.0,515.0,128.0,145.0
12595,540.0,245.0,226.0,370.0
12595,137.0,413.0,240.0,276.0
12598,185.0,164.0,256.0,270.0
12599,582.0,641.0,94.0,227.0
12599,217.0,467.0,196.0,313.0
